timestamp,price,price_normalized,moving_average,volatility,daily_return,price_change,rolling_std_7,rolling_std_30,rolling_mean,upper_band,lower_band,hour,day_of_week,month
2025-04-27 17:04:49.764,93878.0080742586,0.4363157888569159,93931.88558095806,109.09679903070922,-0.05739510026543382,-53.91231989147491,104.3162347358498,251.8002637428859,94191.2024929239,94791.8907362502,93590.51424959759,17,6,4
2025-04-27 18:04:46.310,94058.43364934066,0.4443616927742344,93987.3868344952,79.73790846980695,0.1921915247065531,180.42557508205937,100.79268936534166,253.4680176678286,94175.12592155575,94771.73958775186,93578.51225535964,18,6,4
2025-04-27 19:08:06.269,94313.65279047524,0.4557429433895932,94038.9114435956,168.7425808343122,0.2713410496352431,255.2191411345848,169.53711582797692,253.7104033490129,94153.32877629413,94690.46038379807,93616.1971687902,19,6,4
2025-04-27 20:04:52.413,94438.10991685066,0.4612929884992557,94124.02496501504,243.07342848099583,0.13196088020459573,124.45712637541874,203.62905026075592,255.96555731891522,94141.95438079178,94641.7474765726,93642.16128501097,20,6,4
2025-04-27 21:04:55.766,94335.7782572878,0.4567296071705946,94204.7965376426,230.02924947251665,-0.10835843670840006,-102.33165956285666,220.66954606699585,256.3443223225033,94112.95382813067,94470.85530350545,93755.0523527559,21,6,4
2025-04-27 22:05:13.363,94386.94133688204,0.4590111751929893,94306.58319016728,146.8308868901424,0.05423507447481768,51.16307959423284,230.2592433061067,256.0478702473664,94117.01943146402,94485.81796731522,93748.22089561283,22,6,4
2025-04-27 23:09:36.186,93875.1098671888,0.4361865461173245,94269.91843373692,225.8908748648932,-0.5422693673973633,-511.8314696932357,241.66576453131992,263.57471020584717,94092.89118848034,94458.52561450933,93727.25676245135,23,6,4
2025-04-28 00:04:56.593,93801.93640023789,0.4329234461708987,94167.57515568944,303.6570871476312,-0.07794767649746959,-73.17346695091692,258.80692716608087,272.48180076309126,94072.5521724817,94455.88551860228,93689.2188263611,0,0,4
2025-04-28 01:01:33.167,93473.59896331425,0.4182815559136851,93974.67296498216,384.44379595350455,-0.35003268538367216,-328.3374369236408,371.6825364368192,302.50512263226346,94042.93009952208,94510.6545702443,93575.20562879987,1,0,4
2025-04-28 02:04:56.658,92972.1233992771,0.3959187384290215,93701.94199338,522.9688839207993,-0.5364889868356926,-501.47556403714407,543.0695512084999,370.47407748200783,93994.75042896924,94664.05423761209,93325.4466203264,2,0,4
2025-04-28 03:04:37.908,93591.78111122278,0.4235517744311096,93542.90994824815,357.2258307649204,0.6664983968199811,619.6577119456779,494.75466743266696,382.45670315813084,93973.30891120245,94666.18495363642,93280.43286876848,3,0,4
2025-04-28 04:04:58.089,93898.55817619186,0.4372322007656544,93547.59961004878,362.7878470673504,0.3277820566364831,306.7770649690792,436.598856516461,380.5028092079581,93963.25588685731,94654.24739435969,93272.26437935494,4,0,4
2025-04-28 05:01:09.877,94052.92982265026,0.4441162549492011,93597.79829453124,419.6820133221036,0.16440257385925694,154.37164645839948,362.8573284330036,359.2960077668294,93953.71170677528,94633.57021478271,93273.85319876786,5,0,4
2025-04-28 06:12:25.580,94337.99091792513,0.456828278630455,93770.67668545342,521.4299868719645,0.30308582179459087,285.0610952748684,440.9639241303974,345.049148304254,93961.2825078395,94655.28462571514,93267.28038996385,6,0,4
2025-04-28 07:09:21.027,94592.80364525352,0.4681914056154265,94094.8127346487,387.4407761403011,0.27010616279721233,254.81272732838988,549.5941608532089,321.40282345584734,93987.04833426536,94735.35489160092,93238.7417769298,7,0,4
2025-04-28 08:04:33.975,94719.8007727894,0.4738547196188002,94320.41666696205,347.6798032461469,0.13425664811896887,126.99712753588392,607.7411945302891,341.4150353410436,94025.44884658388,94841.86126545865,93209.03642770911,8,0,4
2025-04-28 09:04:36.188,94726.46121377338,0.4741517355389645,94485.99727447832,288.6814343589593,0.007031730355899768,6.660440983978333,440.5376462732134,358.872979765695,94072.7255381898,94937.5881387527,93207.8629376269,9,0,4
2025-04-28 10:09:29.796,94753.04302427363,0.4753371256541754,94626.019914803,172.54144270843918,0.028061652636068857,26.581810500254505,350.0193928034458,379.42906427909946,94107.57620215483,95024.22932676613,93190.92307754353,10,0,4
2025-04-28 11:02:52.487,95095.05194869368,0.4905886826659638,94777.43212095671,188.07196941540167,0.36094769466394894,342.0089244200499,333.1562776056338,421.7449290676477,94161.70168410183,95177.23235377381,93146.17101442986,11,0,4
2025-04-28 12:06:04.374,95209.88562041643,0.4957095791283083,94900.8485159893,233.5886261461918,0.12075672642222202,114.8336717227503,294.84512527962704,464.536877683567,94225.59994541515,95336.58977786847,93114.61011296182,12,0,4
2025-04-28 13:02:53.485,95379.01155145206,0.5032515863543942,95032.69067172184,286.0089238483916,0.17763484320305611,169.1259310356254,299.3470124219976,513.8245057675191,94300.65011927483,95511.1137180874,93090.18652046224,13,0,4
2025-04-28 14:04:48.768,94160.65951029156,0.4489203561161807,94919.53033102548,482.1410504564616,-1.2773796051590014,-1218.3520411604986,405.1678680558823,513.5024152176309,94305.76141232238,95512.77696929731,93098.74585534744,14,0,4
2025-04-28 15:07:34.634,94518.10809357835,0.4648604297736919,94872.54334488642,512.8895775935687,0.3796156326281164,357.448583286794,423.8252194076093,516.562543656294,94315.98417747753,95526.7386074309,93105.22974752415,15,0,4
2025-04-28 16:08:27.201,93743.29134255854,0.4303082265763431,94602.1912236594,645.5628463069447,-0.8197548243905839,-774.8167510198109,594.2704739782906,523.8083074811794,94281.24324876293,95516.86145075837,93045.62504676748,16,0,4
2025-04-28 17:09:40.584,93768.16716030956,0.4314175395958442,94313.84753163802,645.5628463069447,0.026536104498520174,24.875817751017166,687.3077764508521,529.4014930571542,94252.86269391401,95509.10919233311,92996.6161954949,17,0,4
2025-04-28 18:04:53.496,94088.3492259459,0.445695748962707,94055.7150665368,318.660484595707,0.3414613672558575,320.1820656363416,659.8695032805166,527.8334993189723,94237.9330883672,95494.56746084672,92981.29871588766,18,0,4
2025-04-28 19:09:23.238,94370.37788531509,0.4582725440993294,94097.65874154148,348.34645529023646,0.29974875921343624,282.02865936918533,558.7234467839078,522.7047771934973,94262.69648927353,95508.7009378492,93016.69204069786,19,0,4
2025-04-28 20:06:56.100,94724.26140981508,0.4740536374102626,94138.88940478882,416.1533431180651,0.37499428573875004,353.88352449999365,368.33971724068067,529.7543255805247,94308.81273975238,95551.28157260905,93066.34390689571,20,0,4
2025-04-28 21:06:37.946,94489.78433827848,0.4635973593158776,94288.18800393282,370.1058932690662,-0.24753644741779546,-234.47707153660303,383.7351987580745,529.845017127029,94359.62200850059,95539.83152016434,93179.41249683684,21,0,4
2025-04-28 22:05:46.289,94524.7941328772,0.4651585872259354,94439.51339844636,233.97510351427303,0.03705140703187393,35.00979459872178,384.54101251764115,528.3875341146413,94437.2555451806,95421.10822499309,93453.4028653681,22,0,4
2025-04-28 23:09:41.062,94892.31622725035,0.4815478793618921,94600.30679870726,207.0138486586138,0.3888102563402773,367.5220943731547,380.32673186155154,534.4621269361242,94502.28230098197,95420.57850138632,93583.98610057762,23,0,4
2025-04-29 00:05:43.303,95023.30123616234,0.4873890290760356,94730.8914688767,230.3335313375863,0.13803542174932737,130.98500891198637,319.19512067207313,547.6837428685682,94558.5194539805,95458.72389215071,93658.31501581028,0,1,4
2025-04-29 01:09:19.570,95092.15593412973,0.4904595376990485,94804.47037373963,280.89718875464155,0.07246085651797518,68.85469796738471,280.6825371229099,564.4832846787269,94610.48075955446,95507.77442350409,93713.18709560482,1,1,4
2025-04-29 02:01:26.787,95037.6842700234,0.4880304265521582,94914.0503600886,229.6385616928592,-0.05728302568306365,-54.47166410632781,249.3627757035696,577.5190465638127,94645.46542715938,95552.5334862547,93738.39736806405,2,1,4
2025-04-29 03:04:53.530,94634.34775291584,0.4700440248930962,94935.96108409631,183.88054204371184,-0.4243964067575434,-403.3365171075566,257.67379442115055,579.1606995158625,94647.5426325425,95554.29313463457,93740.79213045044,3,1,4
2025-04-29 04:04:55.231,94711.85582595154,0.4735004224031398,94899.86900383656,210.38851969677577,0.08190268636718567,77.50807303570036,222.43975772555913,581.9813649223247,94647.14538520061,95553.7695502234,93740.52122017782,4,1,4
2025-04-29 05:04:53.801,94402.8475887107,0.4597204991003111,94775.77827434624,288.0345214858626,-0.3262614110409623,-309.008237240836,254.22100546001724,573.2078684822699,94630.96470394748,95543.16264676205,93718.76676113291,5,1,4
2025-04-29 06:05:22.025,94309.34150552544,0.4555506858094227,94619.21538862538,285.81650234110697,-0.09905006636308222,-93.50608318526065,317.23814370633613,561.5181445786809,94608.77962801006,95530.01380890567,93687.54544711445,6,1,4
2025-04-29 07:04:52.243,94736.90399716885,0.4746174213586777,94559.05933405447,191.96675585677372,0.4533617612189067,427.5624916434026,292.8176266415094,532.9431916990043,94590.87223043383,95485.85656579686,93695.8878950708,7,1,4
2025-04-29 08:01:38.575,94945.8881870912,0.483936869067734,94621.36742088954,260.7497212455559,0.22059427858081015,208.98418992235383,264.2984003124093,455.97707920256846,94577.67235876757,95441.45956244232,93713.88515509281,8,1,4
2025-04-29 09:07:57.608,95036.50761795616,0.4879779548919033,94686.29777929049,322.1161060386689,0.09544323887558104,90.6194308649574,264.03524286221466,426.5099427040507,94560.54716209277,95369.26667354576,93751.82765063978,9,1,4
2025-04-29 10:05:39.216,94982.69960125435,0.4855784384587847,94802.26818179918,298.03502365986026,-0.056618259709317886,-53.80801670180517,285.4044173761955,410.73402511654456,94601.64916664091,95408.35063509678,93794.94769818505,10,1,4
2025-04-29 11:04:36.095,94844.8964248396,0.479433239163008,94909.37916566205,119.13872786995724,-0.14508239605030004,-137.80317641475995,288.23244460412303,397.23847346639127,94617.98858320396,95430.78040199597,93805.19676441194,11,1,4
2025-04-29 12:03:57.804,95138.9826524075,0.4925477298849676,94989.79489670976,108.8723728651415,0.3100706929454633,294.0862275679101,273.84181337195986,401.6214483204427,94687.77314869642,95420.02805312528,93955.51824426756,12,1,4
2025-04-29 13:09:38.716,94821.9984027527,0.4784121240271742,94965.01693984208,132.82592254074436,-0.33318019682102573,-316.9842496548081,137.9853192835694,401.9190418498214,94740.46471081857,95332.29508207239,94148.63433956476,13,1,4
2025-04-29 14:04:58.101,94844.97712552836,0.4794368379321268,94926.7108413565,134.65953071775488,0.024233535638074066,22.97872277566057,117.31689815791384,402.82240546265905,94778.2961057977,95285.25693578132,94271.33527581407,14,1,4
2025-04-29 15:09:44.671,95008.0858721801,0.486710514643631,94931.78809554166,137.74162289305232,0.17197404817324013,163.10874665174924,119.71426622287515,406.71664728748993,94810.18150514094,95288.52658718743,94331.83642309444,15,1,4
2025-04-29 16:04:22.446,94884.37969661214,0.4811939574585092,94939.68474989616,132.54869559009563,-0.1302059445070669,-123.7061755679606,115.99482984423777,407.9049237777236,94818.1874194808,95295.83688327733,94340.53795568428,16,1,4
2025-04-29 17:04:37.831,95126.89727545314,0.4920087941950848,94937.26767450527,128.0393409496846,0.2555927325619267,242.51757884099788,137.28902852862777,408.9707101157371,94850.04306633954,95320.39911187252,94379.68702080655,17,1,4
2025-04-29 18:01:14.419,95246.67705322705,0.4973502574702785,95022.20340460016,167.2969356565147,0.12591578323748465,119.77977777390333,165.66946459641719,410.55769631726696,94886.13721235702,95362.16048661244,94410.1139381016,18,1,4
2025-04-29 19:03:27.598,95432.6412390394,0.505643150373227,95139.73622730238,212.0927265396584,0.1952448017776387,185.96418581235048,228.83048300874532,413.64783349710973,94913.15346294649,95448.31151412935,94377.99541176362,19,1,4
2025-04-29 20:00:41.912,95352.38806277468,0.5020643376412078,95208.59666542128,214.5422371238495,-0.08409405337916898,-80.25317626471224,227.69641471478536,415.4871701602744,94929.6078042771,95498.21677333869,94360.9988352155,20,1,4
2025-04-29 21:04:57.772,94869.96433327574,0.4805511182807198,95205.713592754,220.01541935222636,-0.505937752897534,-482.42372949894343,222.66000852750048,413.4480185344411,94918.4982242344,95482.3979451259,94354.5985033429,21,1,4
2025-04-29 22:02:36.643,94734.09131013732,0.4744919923024323,95127.15239969084,307.8081380182504,-0.1432202742915667,-135.8730231384252,267.545804869431,365.42601154246216,94903.3185762401,95470.04712250941,94336.59002997079,22,1,4
2025-04-29 23:06:44.527,94172.7308096848,0.449458664030848,94912.3631509824,511.1129330157689,-0.5925644007232389,-561.3605004525161,439.64056266868846,331.8593842550834,94880.23772907854,95525.27866376002,94235.19679439705,23,1,4
2025-04-30 00:04:51.368,94274.73761715383,0.4540075588947548,94680.78242660526,477.6700205546054,0.10831883772721707,102.00680746903527,508.28719967398683,319.27146291083136,94858.38181863865,95555.00433048262,94161.75930679467,0,2,4
2025-04-30 01:04:49.115,94516.29757229748,0.4647796913292688,94513.56432850982,295.3245118743702,0.2562297824944437,241.55995514364622,492.5671958090229,313.2032828003665,94864.054317818,95546.76725603729,94181.3413795987,1,2,4
2025-04-30 02:09:25.292,94518.40205174654,0.4648735385537297,94443.25187220398,222.00760227156263,0.002226578381847588,2.1044794490589993,398.085892114895,317.7571364042259,94874.50734512905,95527.20126233142,94221.81342792668,2,2,4
2025-04-30 03:09:22.839,94648.3447693538,0.4706682082957976,94426.1025640473,195.6748104752617,0.13747874994345377,129.94271760726406,246.397609790842,313.3584909149127,94870.0793837383,95527.8854826437,94212.27328483289,3,2,4
2025-04-30 04:00:40.885,95025.12104407264,0.4874701816487106,94596.58061092488,274.9848163923855,0.3980801519952504,376.776274718839,285.5729838500555,310.0957487504547,94874.04102658738,95534.71757812792,94213.36447504684,4,2,4
2025-04-30 05:04:36.956,95035.54414534068,0.4879349897629974,94748.74191656224,262.58682098806884,0.010968785047071883,10.423101268039318,335.353446235075,311.9899629675498,94873.9928529566,95534.61966376119,94213.366042152,5,2,4
2025-04-30 06:06:29.945,94946.4723594617,0.4839629196692749,94834.77687399506,236.57146890142923,-0.09372470761336293,-89.0717858789867,296.8391444770396,310.806169803587,94872.18149086696,95531.75112265105,94212.61185908287,6,2,4
2025-04-30 07:19:28.119,94835.45943330208,0.4790124056578635,94898.18835030615,160.98649065015158,-0.11692159108274147,-111.01292615961574,227.62027841670633,307.2652533239642,94871.70964129009,95531.3749556187,94212.04432696148,7,2,4
2025-04-30 08:04:44.227,94613.33654937492,0.4691070506043874,94891.1867063104,174.74282470595463,-0.23421923113409182,-222.12288392716437,210.5304903258662,307.4234447729303,94845.42733613845,95502.13501824938,94188.71965402753,8,2,4
2025-04-30 09:09:14.860,94750.99713603836,0.4752458912481923,94836.36192470354,164.94403940040138,0.14549807847819007,137.66058666344907,173.11196845837134,305.70418323302056,94841.87727280273,95499.88459040069,94183.86995520476,9,2,4
2025-04-30 10:07:30.402,94918.12565036309,0.4826988256090186,94812.87822570802,135.1670020364645,0.17638707705076584,167.12851432472235,153.12674379276282,305.3760385376251,94845.53469904447,95504.42713707068,94186.64226101825,10,2,4
2025-04-30 11:06:02.959,94977.78012458207,0.4853590591573163,94819.1397787321,143.3785916774349,0.06284834831096209,59.65447421898716,146.28443741811228,295.3571679784085,94844.01941166457,95501.47566756215,94186.563155767,11,2,4
2025-04-30 12:06:42.415,95184.3208761479,0.494569544097455,94888.91206730128,218.50613477045107,0.21746218041200915,206.54075156582985,181.26761277011408,282.8929001727715,94859.01647064136,95533.80444647392,94184.2284948088,12,2,4
2025-04-30 13:10:00.008,94554.20540577684,0.4664701544786859,94877.08583858164,237.890262773144,-0.6619950266714136,-630.1154703710636,217.69302113047434,288.01872688931667,94830.38187715755,95505.9105542311,94154.85320008399,13,2,4
